Error ROE ID,Firm ROE ID,Error Code,Error Reason,Error Type,Repair Status,CAT Reporter CRD,CAT Reporter IMID,Submitter ID,Order ID,Order Key Date,Trade ID,Trade Key Date,Fulfillment ID,Fulfillment Key Date,Quote ID,Quote Key Date,Allocation ID,Allocation Key Date,Symbol,Option ID,Event Type,Event Timestamp,Seq No,Side,Price,Quantity,Sender IMID,Receiver IMID,Destination,Routed Order ID,Session,Tape Trade ID,Parent Order ID,Parent Order Key Date,Prior Order ID,Prior Order Key Date,Prior Fulfillment ID,Prior Fill Key Date,Prior Quote ID,Prior Quote Key Date,Prior Allocation ID,Prior Allocation Key Date,Routing Party,Exchange,Reporting Side Executing MPID,Reporting Side Trade ID,Contra Side Executing MPID,Contra Side Trade ID,Market Center ID,Firm Designated ID,Repair Timestamp,Repaired By,Repair Type,Repair Org. ID,Repair Source,Correction Due,File Name
,,,,,,,,,,,,,,,,,,,DX PRC,,EOA,20240520 105723.665419473,,Se,24.75,100,VCVW,NYSE,VCW52500169307,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMSD,,EOA,20240520 101923.993680107,,Se,24.34,100,VCVW,NYSE,VCW52500142541,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TFC PRR,,EOA,20240520 111533.725612427,,Bu,19.98,100,VCVW,NYSE,VCW52500179992,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BIGZ,,EOA,20240520 101534.378458078,,Bu,7.68,100,VCVW,NYSE,VCW52500139731,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RITM PRA,,EOA,20240520 102524.492485875,,Se,24.91,700,VCVW,NYSE,VCW52500146945,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AUB PRA,,EOA,20240520 092928.839975492,,Bu,22.42,200,VCVW,NYSE,VCW52500092134,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CTNT,,EOA,20240520 115637.711742731,,Sh,4.31,50,VCVW,NYSE,VCW52500201248,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PMT PRC,,EOA,20240520 102432.131797026,,Bu,19.3,100,VCVW,NYSE,VCW52500146377,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,OPP PRB,,EOA,20240520 145825.310764365,,Bu,19.05,100,VCVW,NYSE,VCW52500266014,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NODK,,EOA,20240520 155644.183103327,,Sh,15.98,50,VCVW,NYSE,VCW52500296640,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AGM PRG,,EOA,20240520 104804.918711319,,Bu,19.36,100,VCVW,NYSE,VCW52500163361,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AGM PRG,,EOA,20240520 110415.408361065,,Sh,19.97,100,VCVW,NYSE,VCW52500173527,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,JPM PRJ,,EOA,20240520 113949.920712466,,Bu,21.16,100,VCVW,NYSE,VCW52500192949,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PMT PRC,,EOA,20240520 151710.380469047,,Bu,19.29,100,VCVW,NYSE,VCW52500272510,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SOJE,,EOA,20240520 112007.362341327,,Bu,19.32,400,VCVW,NYSE,VCW52500182655,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ECAT,,EOA,20240520 113157.194056623,,Se,17.27,1000,VCVW,NYSE,VCW52500189051,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PRIF PRJ,,EOA,20240520 140848.019945747,,Bu,22.14,100,VCVW,NYSE,VCW52500248162,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,UNMA,,EOA,20240520 094006.929149343,,Bu,24.9,100,VCVW,NYSE,VCW52500106382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALL PRH,,EOA,20240520 123155.618210777,,Bu,22.43,500,VCVW,NYSE,VCW52500213172,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AMH PRG,,EOA,20240520 095507.352879588,,Se,22.83,100,VCVW,NYSE,VCW52500121537,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRC,,EOA,20240520 093904.299181591,,Sh,19.5,100,VCVW,NYSE,VCW52500105264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,VEL,,EOA,20240520 155612.858651928,,Se,17.56,42,VCVW,NYSE,VCW52500295964,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HBCP,,EOA,20240520 141028.164837306,,Sh,38.18,50,VCVW,NYSE,VCW52500248903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,EPR PRC,,EOA,20240520 105235.165523817,,Se,19.36,100,VCVW,NYSE,VCW52500166279,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MOV,,EOA,20240520 090839.405563208,,Sh,27.75,200,VCVW,NYSE,VCW52500079799,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SKY,,EOA,20240520 094053.231726800,,Bu,80.45,10,VCVW,NYSE,VCW52500107194,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,OSG,,EOA,20240520 155542.839139125,,Se,8.42,1,VCVW,NYSE,VCW52500295330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PERF,,EOA,20240520 093045.409131258,,Se,2.25,83,VCVW,NYSE,VCW52500094939,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,IPB,,EOA,20240520 093329.231507972,,Bu,25.02,200,VCVW,NYSE,VCW52500099002,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240520 120607.054418877,,Se,7729.99,4,VCVW,NYSE,VCW52500205085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRK,,EOA,20240520 112009.438100862,,Sh,24.92,200,VCVW,NYSE,VCW52500182677,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CTNT,,EOA,20240520 124151.459229247,,Sh,3.57,200,VCVW,NYSE,VCW52500216220,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRZ,,EOA,20240520 093157.545078043,,Se,20.51,100,VCVW,NYSE,VCW52500096829,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TQQQ,,EOA,20240520 154355.527122884,,Bu,,50,VCVW,NYSE,VCW52500285893,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,STT PRG,,EOA,20240520 130707.850675030,,Sh,24.47,200,VCVW,NYSE,VCW52500223769,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BH A,,EOA,20240520 104433.392951105,,Bu,974,11,VCVW,NYSE,VCW52500160610,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,XOMAO,,EOA,20240520 150656.481579231,,Sh,25.28,100,VCVW,NYSE,VCW52500268792,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCE PRK,,EOA,20240520 093904.164201329,,Sh,24.78,100,VCVW,NYSE,VCW52500105187,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMSA,,EOA,20240520 104513.770863578,,Bu,23.46,100,VCVW,NYSE,VCW52500161071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WIRE,,EOA,20240520 094830.392658202,,Sh,281.47,10,VCVW,NYSE,VCW52500114785,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,FFIE,,EOA,20240520 133516.675759618,,Sh,1.62,1000,VCVW,NYSE,VCW52500234593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DBRG PRI,,EOA,20240520 094054.132825546,,Bu,22.89,100,VCVW,NYSE,VCW52500107206,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BIPH,,EOA,20240520 122108.198380249,,Sh,17.87,100,VCVW,NYSE,VCW52500210007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GS PRA,,EOA,20240520 101557.111402198,,Bu,23.3,100,VCVW,NYSE,VCW52500140056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WAL PRA,,EOA,20240520 101226.039770526,,Bu,18.19,100,VCVW,NYSE,VCW52500137376,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,HIMS,,EOA,20240520 092957.387143161,,Bu,,200,VCVW,NYSE,VCW52500093136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RM,,EOA,20240520 130250.451917696,,Sh,29.6,337,VCVW,NYSE,VCW52500222602,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,RNR PRF,,EOA,20240520 105018.161222032,,Se,23.43,100,VCVW,NYSE,VCW52500164813,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,JPM PRK,,EOA,20240520 102710.664000755,,Bu,20.28,100,VCVW,NYSE,VCW52500148085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WTM,,EOA,20240520 135044.129681315,,Bu,1736.61,10,VCVW,NYSE,VCW52500240903,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ATRI,,EOA,20240520 154714.044481976,,Sh,477.45,15,VCVW,NYSE,VCW52500287717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GRBK PRA,,EOA,20240520 111245.410601382,,Bu,22.3,100,VCVW,NYSE,VCW52500178369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SNDA,,EOA,20240520 093403.488089600,,Se,32.8,498,VCVW,NYSE,VCW52500099673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MSB,,EOA,20240520 092307.818766690,,Sh,17.8,300,VCVW,NYSE,VCW52500085726,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ITIC,,EOA,20240520 112724.661739315,,Sh,167.9,10,VCVW,NYSE,VCW52500186409,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALL PRI,,EOA,20240520 095624.923572293,,Bu,21.21,100,VCVW,NYSE,VCW52500122822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMS PRC,,EOA,20240520 140405.780142797,,Se,18.9,136,VCVW,NYSE,VCW52500246429,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CTNT,,EOA,20240520 124053.899384008,,Sh,3.13,200,VCVW,NYSE,VCW52500215887,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVR,,EOA,20240520 124954.546520263,,Sh,7722.7,10,VCVW,NYSE,VCW52500218390,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,USB PRS,,EOA,20240520 102620.140901215,,Sh,19.92,100,VCVW,NYSE,VCW52500147528,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WRB PRG,,EOA,20240520 095510.915625266,,Se,19.05,100,VCVW,NYSE,VCW52500121593,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,LI,,EOA,20240520 120319.653282677,,Sh,21.85,100,VCVW,NYSE,VCW52500203979,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRL,,EOA,20240520 134615.941292864,,Se,1178.4,1,VCVW,NYSE,VCW52500239086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MET PRF,,EOA,20240520 101528.946849529,,Bu,20.63,100,VCVW,NYSE,VCW52500139657,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ESGRO,,EOA,20240520 101017.895294256,,Bu,24.32,100,VCVW,NYSE,VCW52500135714,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BSTZ,,EOA,20240520 093949.198674990,,Bu,18.96,100,VCVW,NYSE,VCW52500106115,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,ALL PRH,,EOA,20240520 101540.215924785,,Bu,22.27,100,VCVW,NYSE,VCW52500139839,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CFG PRE,,EOA,20240520 104114.560151703,,Bu,19.78,100,VCVW,NYSE,VCW52500158096,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MHLA,,EOA,20240520 094616.433698920,,Bu,15.13,100,VCVW,NYSE,VCW52500112671,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,INST,,EOA,20240520 102602.025872702,,Se,21.18,100,VCVW,NYSE,VCW52500147330,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRL,,EOA,20240520 093032.312842129,,Bu,1173.1,10,VCVW,NYSE,VCW52500094574,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GMRE PRA,,EOA,20240520 111658.111358181,,Bu,24.4,100,VCVW,NYSE,VCW52500180789,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AFGC,,EOA,20240520 094417.981059307,,Bu,20.71,100,VCVW,NYSE,VCW52500110674,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PTA,,EOA,20240520 113740.935720317,,Sh,19.43,500,VCVW,NYSE,VCW52500191648,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NVG,,EOA,20240520 093105.736854457,,Se,12.01,100,VCVW,NYSE,VCW52500095515,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SWI,,EOA,20240520 093036.644584462,,Bu,12.02,200,VCVW,NYSE,VCW52500094683,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BODI,,EOA,20240520 151640.104732612,,Bu,8.93,50,VCVW,NYSE,VCW52500272369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GOF,,EOA,20240520 092714.231020614,,Sh,14.48,300,VCVW,NYSE,VCW52500088734,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CODI PRA,,EOA,20240520 103813.528065829,,Bu,24.27,100,VCVW,NYSE,VCW52500155771,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CADE PRA,,EOA,20240520 095622.210927792,,Bu,20.82,100,VCVW,NYSE,VCW52500122779,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BAC PRL,,EOA,20240520 105041.653898631,,Sh,1176.51,100,VCVW,NYSE,VCW52500165072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BHR PRD,,EOA,20240520 093718.842585706,,Sh,19.8,100,VCVW,NYSE,VCW52500103394,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCHW PRJ,,EOA,20240520 112645.052719500,,Bu,19.99,100,VCVW,NYSE,VCW52500186098,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PFXNZ,,EOA,20240520 131104.104342897,,Se,22.29,100,VCVW,NYSE,VCW52500225354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SOJD,,EOA,20240520 114841.567246461,,Se,21.88,100,VCVW,NYSE,VCW52500197543,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NEE PRN,,EOA,20240520 095124.041473770,,Bu,24.51,100,VCVW,NYSE,VCW52500117805,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BBSI,,EOA,20240520 110158.378195761,,Bu,125.65,10,VCVW,NYSE,VCW52500172209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,GUT PRC,,EOA,20240520 113824.728107372,,Bu,23.73,100,VCVW,NYSE,VCW52500192072,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MKL,,EOA,20240520 093241.785386406,,Sh,1649.8,10,VCVW,NYSE,VCW52500097851,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SITC PRA,,EOA,20240520 143604.310922768,,Sh,22.44,10,VCVW,NYSE,VCW52500258252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PMT PRC,,EOA,20240520 111010.362825549,,Se,19.45,100,VCVW,NYSE,VCW52500176966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MET PRF,,EOA,20240520 104242.267366795,,Bu,20.61,100,VCVW,NYSE,VCW52500159340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,USB PRP,,EOA,20240520 103430.863282053,,Bu,23.95,200,VCVW,NYSE,VCW52500153056,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,EURN,,EOA,20240520 092843.830060718,,Sh,21.2,200,VCVW,NYSE,VCW52500090966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,MGRD,,EOA,20240520 144522.931527368,,Bu,16.84,100,VCVW,NYSE,VCW52500261372,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,T PRA,,EOA,20240520 140745.462319199,,Se,21.15,100,VCVW,NYSE,VCW52500247675,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SOJD,,EOA,20240520 111746.210876343,,Se,21.99,100,VCVW,NYSE,VCW52500181209,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,AMR,,EOA,20240520 132016.132715241,,Bu,290.51,100,VCVW,NYSE,VCW52500228433,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TFX,,EOA,20240520 151844.018928741,,Se,215.23,4,VCVW,NYSE,VCW52500273401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,F PRD,,EOA,20240520 153653.212828038,,Se,24.84,100,VCVW,NYSE,VCW52500282219,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DJCO,,EOA,20240520 093052.500857682,,Bu,380.13,50,VCVW,NYSE,VCW52500095152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMS PRC,,EOA,20240520 084056.972041428,,Sh,18.7,37,VCVW,NYSE,VCW52500064703,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CMSD,,EOA,20240520 144517.045813389,,Se,24.27,100,VCVW,NYSE,VCW52500261340,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,WFC PRZ,,EOA,20240520 110512.317613126,,Se,20.63,100,VCVW,NYSE,VCW52500174130,,,,,,,,,,,,,,,,,,,,,,,,,,,,
