Error ROE ID,Firm ROE ID,Error Code,Error Reason,Error Type,Repair Status,CAT Reporter CRD,CAT Reporter IMID,Submitter ID,Order ID,Order Key Date,Trade ID,Trade Key Date,Fulfillment ID,Fulfillment Key Date,Quote ID,Quote Key Date,Allocation ID,Allocation Key Date,Symbol,Option ID,Event Type,Event Timestamp,Seq No,Side,Price,Quantity,Sender IMID,Receiver IMID,Destination,Routed Order ID,Session,Tape Trade ID,Parent Order ID,Parent Order Key Date,Prior Order ID,Prior Order Key Date,Prior Fulfillment ID,Prior Fill Key Date,Prior Quote ID,Prior Quote Key Date,Prior Allocation ID,Prior Allocation Key Date,Routing Party,Exchange,Reporting Side Executing MPID,Reporting Side Trade ID,Contra Side Executing MPID,Contra Side Trade ID,Market Center ID,Firm Designated ID,Repair Timestamp,Repaired By,Repair Type,Repair Org. ID,Repair Source,Correction Due,File Name
,,,,,,,,,,,,,,,,,,,AMC,,MEOA,20240603T080000.026000000,,B,5.4,1,126588:VLET,149823:NITE,,KIA52630018867,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCPX,,MEOA,20240603T080000.027000000,,SL,1,1,126588:VLET,149823:NITE,,KIA52630018869,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SCPX,,MEOA,20240603T080000.027000000,,SL,0.3,1,126588:VLET,149823:NITE,,KIA52630018875,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BNAI,,MEOA,20240603T080000.028000000,,SL,30,1,126588:VLET,149823:NITE,,KIA52630018888,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BNAI,,MEOA,20240603T080000.028000000,,SL,10,1,126588:VLET,149823:NITE,,KIA52630018893,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BB,,MEOA,20240603T080000.029000000,,B,2.5,1,126588:VLET,149823:NITE,,KIA52630018906,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TQQQ,,MEOA,20240603T080000.029000000,,B,0.1,1,126588:VLET,149823:NITE,,KIA52630018910,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CRKN,,MEOA,20240603T080000.030000000,,SL,0.12,1,126588:VLET,149823:NITE,,KIA52630018911,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PFE,,MEOA,20240603T080000.030000000,,B,0.01,1,126588:VLET,149823:NITE,,KIA52630018912,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,T,,MEOA,20240603T080000.031000000,,B,0.01,1,126588:VLET,149823:NITE,,KIA52630018914,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,QLD,,MEOA,20240603T080000.011000000,,B,0.5,1,126588:VLET,149823:NITE,,KIA52630018791,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SHEL,,MEOA,20240603T080000.031000000,,B,0.01,1,126588:VLET,149823:NITE,,KIA52630018915,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PLUG,,MEOA,20240603T080000.033000000,,B,3,1,126588:VLET,149823:NITE,,KIA52630018925,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PLUG,,MEOA,20240603T080000.034000000,,B,0.15,1,126588:VLET,149823:NITE,,KIA52630018926,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SLV,,MEOA,20240603T080000.034000000,,B,26,1,126588:VLET,149823:NITE,,KIA52630018957,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,NOK,,MEOA,20240603T080000.035000000,,B,4,1,126588:VLET,149823:NITE,,KIA52630018958,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,DELL,,MEOA,20240603T080000.036000000,,B,125,1,126588:VLET,149823:NITE,,KIA52630018965,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,STSS,,MEOA,20240603T080000.036000000,,B,0.5,1,126588:VLET,149823:NITE,,KIA52630018966,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TPET,,MEOA,20240603T080000.037000000,,B,0.25,1,126588:VLET,149823:NITE,,KIA52630018973,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,TMF,,MEOA,20240603T080000.038000000,,B,42,1,126588:VLET,149823:NITE,,KIA52630018976,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,U,,MEOA,20240603T080000.039000000,,B,10,1,126588:VLET,149823:NITE,,KIA52630018977,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,QLD,,MEOA,20240603T080000.012000000,,B,0.01,1,126588:VLET,149823:NITE,,KIA52630018793,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,PSLV,,MEOA,20240603T080000.013000000,,B,12,1,126588:VLET,149823:NITE,,KIA52630018797,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BILI,,MEOA,20240603T080000.014000000,,B,0.01,1,126588:VLET,149823:NITE,,KIA52630018803,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,SBSW,,MEOA,20240603T080000.015000000,,B,4.5,1,126588:VLET,149823:NITE,,KIA52630018814,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BTG,,MEOA,20240603T080000.015000000,,B,0.01,1,126588:VLET,149823:NITE,,KIA52630018822,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,BTG,,MEOA,20240603T080000.016000000,,B,1.1,1,126588:VLET,149823:NITE,,KIA52630018823,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,CSSEN,,MEOA,20240603T080000.019000000,,SL,,1,126588:VLET,149823:NITE,,KIA52630018847,,,,,,,,,,,,,,,,,,,,,,,,,,,
