Order Event,Fix_Col_0,FirmROID,MsgType,CAT_IM_ID,Date,Order ID,Symbol,TimeStamp,Fix_Col_1,Fix_Col_2,Fix_Col_3,Fix_Col_4,Fix_Col_5,Fix_Col_6,Fix_Col_7,Fix_Col_8,SideType,Price,Quantity,Fix_Col_9,OrderType,TIF,Trading_Session,Fix_Col_10,Fix_Col_11,FDID,Acc Type,Fix_Col_12,Fix_Col_13,Fix_Col_14,Fix_Col_15,Fix_Col_16,Fix_Col_17,Fix_Col_18,Fix_Col_19,Fix_Col_20,Fix_Col_21,Fix_Col_22,Fix_Col_23,Fix_Col_24,Fix_Col_25,Fix_Col_26,Fix_Col_27,Fix_Col_28,Fix_Col_29
NEW,,20240515_CAT-VCVW-13,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-13,ESGRP,20240515T160002.057411474,False,False,,,,T,False,,B,25.09,100,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240515_CAT-VCVW-14,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-14,ONBPO,20240515T160001.947284505,False,False,,,,T,False,,B,24.79,100,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240515_CAT-VCVW-15,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-15,CHSCN,20240515T160002.442827215,False,False,,,,T,False,,B,25.96,300,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240515_CAT-VCVW-16,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-16,BHFAM,20240515T160001.940112262,False,False,,,,T,False,,B,16.02,100,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240515_CAT-VCVW-17,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-17,TCBIO,20240515T160002.226888303,False,False,,,,T,False,,B,19.32,100,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240515_CAT-VCVW-18,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-18,HPPPRC,20240515T160002.583365692,False,False,,,,T,False,,B,14.22,700,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240515_CAT-VCVW-19,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-19,FULTP,20240515T160001.993853580,False,False,,,,T,False,,B,18.67,100,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240515_CAT-VCVW-20,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-20,GECCM,20240515T160002.376701295,False,False,,,,T,False,,B,25.06,70,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240515_CAT-VCVW-21,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-21,TCBIO,20240515T160002.226888303,False,False,,,,T,False,,SL,19.32,100,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240515_CAT-VCVW-22,MENO,VCVW,20240515T000000.00000000,CAT-VCVW-OrderID-22,AAA,20240515T160002.226888303,False,False,,,,T,False,,SL,19.32,100,,LMT,DAY=20240515,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
