Order Event,Fix_Col_0,FirmROID,MsgType,CAT_IM_ID,Date,Order ID,Symbol,TimeStamp,Fix_Col_1,Fix_Col_2,Fix_Col_3,Fix_Col_4,Fix_Col_5,Fix_Col_6,Fix_Col_7,Fix_Col_8,SideType,Price,Quantity,Fix_Col_9,OrderType,TIF,Trading_Session,Fix_Col_10,Fix_Col_11,FDID,Acc Type,Fix_Col_12,Fix_Col_13,Fix_Col_14,Fix_Col_15,Fix_Col_16,Fix_Col_17,Fix_Col_18,Fix_Col_19,Fix_Col_20,Fix_Col_21,Fix_Col_22,Fix_Col_23,Fix_Col_24,Fix_Col_25,Fix_Col_26,Fix_Col_27,Fix_Col_28,Fix_Col_29
NEW,,20240513_CAT-VCVW-18,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-18,ACR PRC,20240513T160000.666000000,False,False,,,,T,False,,SL,24.48,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-19,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-19,WBS PRG,20240513T160000.176000000,False,False,,,,T,False,,B,22.67,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-20,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-20,NCV PRA,20240513T160000.310000000,False,False,,,,T,False,,SL,22.12,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-21,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-21,TRTX PRC,20240513T160000.129000000,False,False,,,,T,False,,SS,17.81,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-22,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-22,CIM PRA,20240513T160001.267000000,False,False,,,,T,False,,SS,20.69,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-23,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-23,BIPH,20240513T160000.438000000,False,False,,,,T,False,,B,17.16,500,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-24,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-24,FITBP,20240513T160001.267000000,False,False,,,,T,False,,B,23.66,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-25,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-25,AFGD,20240513T160001.285000000,False,False,,,,T,False,,SL,22.99,101,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-26,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-26,BC PRC,20240513T160001.165000000,False,False,,,,T,False,,B,24.34,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-27,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-27,WTFCM,20240513T160000.734000000,False,False,,,,T,False,,B,24.41,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-28,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-28,ACGLO,20240513T160000.544000000,False,False,,,,T,False,,B,22.66,189,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-29,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-29,BFS PRD,20240513T160001.175000000,False,False,,,,T,False,,B,20.48,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-30,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-30,ONBPP,20240513T160000.645000000,False,False,,,,T,False,,B,24.44,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-31,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-31,ONBPP,20240513T160001.360000000,False,False,,,,T,False,,B,24.44,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-32,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-32,CCLDP,20240513T160000.980000000,False,False,,,,T,False,,B,7.05,1000,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-33,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-33,PNFPP,20240513T160001.346000000,False,False,,,,T,False,,B,23.28,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-34,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-34,DHCNI,20240513T160001.355000000,False,False,,,,T,False,,SL,13.19,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-35,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-35,LANDP,20240513T160001.187000000,False,False,,,,T,False,,B,19.22,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-36,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-36,KREF PRA,20240513T160001.193000000,False,False,,,,T,False,,SS,19.43,95,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-37,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-37,KREF PRA,20240513T160001.191000000,False,False,,,,T,False,,SL,19.43,2,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-38,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-38,BANFP,20240513T160001.399000000,False,False,,,,T,False,,B,25.03,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-39,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-39,DCOMP,20240513T160001.413000000,False,False,,,,T,False,,B,16.84,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-40,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-40,TECTP,20240513T160001.147000000,False,False,,,,T,False,,B,10.13,100,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
NEW,,20240513_CAT-VCVW-41,MENO,VCVW,20240513T000000.00000000,CAT-VCVW-OrderID-41,BANFP,20240513T160001.667000000,False,False,,,,T,False,,B,23.66,900,,LMT,GTX=20240513,ALL,,False,4540540244050736652713500211690321808548,A,False,,,False,N,,,,,,,,,,,,,
